entry,hostname,delta,error,lastcall
1,xen-vm1,0.060021198,0.000021198,53.418781933
2,xen-vm2,0.060031934,0.000031934,53.448809994
3,xen-vm3,0.060018444,0.000018444,53.468799662
1,xen-vm1,0.060026151,0.000026151,53.478808084
2,xen-vm2,0.060013271,0.000013271,53.508823265
3,xen-vm3,0.060016089,0.000016089,53.528815751
1,xen-vm1,0.060011520,0.000011520,53.538819604
2,xen-vm2,0.060018013,0.000018013,53.568841278
3,xen-vm3,0.060020281,0.000020281,53.588836032
1,xen-vm1,0.060023531,0.000023531,53.598843135
2,xen-vm2,0.060015189,0.000015189,53.628856467
3,xen-vm3,0.060027077,0.000027077,53.648863109
1,xen-vm1,0.060017920,0.000017920,53.658861055
2,xen-vm2,0.060025019,0.000025019,53.688881486
3,xen-vm3,0.060019824,0.000019824,53.708882933
1,xen-vm1,0.060020817,0.000020817,53.718881872
2,xen-vm2,0.060021719,0.000021719,53.748903205
3,xen-vm3,0.060013337,0.000013337,53.768896270
1,xen-vm1,0.060016453,0.000016453,53.778898325
2,xen-vm2,0.060022967,0.000022967,53.808926172
3,xen-vm3,0.060020053,0.000020053,53.828916323
1,xen-vm1,0.060028176,0.000028176,53.838926501
2,xen-vm2,0.060013052,0.000013052,53.868939224
3,xen-vm3,0.060024544,0.000024544,53.888940867
1,xen-vm1,0.060010060,0.000010060,53.898936561
2,xen-vm2,0.060018725,0.000018725,53.928957949
3,xen-vm3,0.060022230,0.000022230,53.948963097
1,xen-vm1,0.060025715,0.000025715,53.958962276
2,xen-vm2,0.060026656,0.000026656,53.988984605
3,xen-vm3,0.060023917,0.000023917,54.008987014
1,xen-vm1,0.059997426,0.000002574,54.018959702
2,xen-vm2,0.060012409,0.000012409,54.048997014
3,xen-vm3,0.059975947,0.000024053,54.068962961
1,xen-vm1,0.060032847,0.000032847,54.078992549
2,xen-vm2,0.060014151,0.000014151,54.109011165
3,xen-vm3,0.060046601,0.000046601,54.129009562
1,xen-vm1,0.060025557,0.000025557,54.139018106
2,xen-vm2,0.060019653,0.000019653,54.169030818
3,xen-vm3,0.060024603,0.000024603,54.189034165
1,xen-vm1,0.060016108,0.000016108,54.199034214
2,xen-vm2,0.060022388,0.000022388,54.229053206
3,xen-vm3,0.060022480,0.000022480,54.249056645
1,xen-vm1,0.059990692,0.000009308,54.259024906
2,xen-vm2,0.060016008,0.000016008,54.289069214
3,xen-vm3,0.060014096,0.000014096,54.309070741
1,xen-vm1,0.060020532,0.000020532,54.319045438
2,xen-vm2,0.060043118,0.000043118,54.349112332
